Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
MO_138.bin.7	k__Bacteria (UID203)	5449	103	57	5.42	0.00	0.00	376707	6399	1213	1213	374	368	310	305	2004	1936	36.9	5.75	-100.00	-1	-1	99	4	0	0	0	0
MO_138.bin.8	c__Alphaproteobacteria (UID3305)	564	349	230	45.87	1.74	66.67	776408	17255	2660	2660	362	353	291	285	1933	1886	36.0	4.86	-100.00	-1	-1	179	164	6	0	0	0
MO_138.bin.9	k__Bacteria (UID203)	5449	104	58	29.31	0.00	0.00	388294	8562	1321	1321	375	366	293	287	2817	2705	35.7	4.16	-100.00	-1	-1	83	21	0	0	0	0
MO_140.bin.1	c__Alphaproteobacteria (UID3305)	564	349	230	39.46	1.96	16.67	754243	16606	2538	2538	373	364	297	290	1616	1575	35.8	6.54	-100.00	-1	-1	219	124	6	0	0	0
MO_140.bin.10	k__Bacteria (UID203)	5449	102	56	26.79	0.00	0.00	460218	12751	1545	1545	377	367	297	289	1345	1316	36.0	4.61	-100.00	-1	-1	84	18	0	0	0	0
MO_140.bin.11	root (UID1)	5656	56	24	0.00	0.00	0.00	77666	3019	442	442	223	212	175	168	1081	1017	40.2	6.72	-100.00	-1	-1	56	0	0	0	0	0
MO_140.bin.12	c__Deltaproteobacteria (UID3216)	83	247	155	81.18	0.99	33.33	1139781	33579	3731	3731	390	378	305	296	3577	3443	36.3	4.62	-100.00	-1	-1	45	199	3	0	0	0
MO_140.bin.13	k__Bacteria (UID203)	5449	104	58	31.03	0.00	0.00	686251	15577	2276	2276	374	365	301	294	2699	2591	35.9	4.34	-100.00	-1	-1	83	21	0	0	0	0
MO_140.bin.14	c__Deltaproteobacteria (UID3216)	83	247	155	94.19	0.81	0.00	1344018	49364	4348	4348	391	378	309	297	2987	2804	37.5	5.20	-100.00	-1	-1	10	235	2	0	0	0
MO_140.bin.15	c__Deltaproteobacteria (UID3216)	83	247	155	77.26	0.65	0.00	1821939	68949	5811	5811	401	387	313	301	2711	2539	38.8	5.34	-100.00	-1	-1	47	199	1	0	0	0
MO_140.bin.16	c__Gammaproteobacteria (UID4267)	119	544	284	60.27	1.35	0.00	783702	22341	2572	2572	400	389	304	296	1546	1484	36.4	5.02	-100.00	-1	-1	209	329	6	0	0	0
MO_140.bin.17	k__Bacteria (UID203)	5449	104	58	67.24	5.17	0.00	870756	25702	2574	2574	421	410	338	328	2227	2150	35.3	4.16	-100.00	-1	-1	60	41	3	0	0	0
MO_140.bin.18	c__Gammaproteobacteria (UID4267)	119	544	284	79.99	6.70	12.90	1148131	28875	3798	3798	407	396	302	294	3889	3698	36.3	4.54	-100.00	-1	-1	103	414	25	2	0	0
MO_140.bin.19	root (UID1)	5656	56	24	0.00	0.00	0.00	69198	2045	212	212	396	389	326	316	1620	1585	36.6	3.80	-100.00	-1	-1	56	0	0	0	0	0
MO_140.bin.2	k__Archaea (UID2)	207	149	107	2.26	0.00	0.00	98949	5687	309	309	436	410	320	301	4379	4137	30.6	12.13	-100.00	-1	-1	135	14	0	0	0	0
MO_140.bin.20	k__Bacteria (UID203)	5449	104	58	22.41	0.00	0.00	162085	3811	568	568	350	341	285	278	1294	1273	35.4	6.07	-100.00	-1	-1	88	16	0	0	0	0
MO_140.bin.21	p__Cyanobacteria (UID2192)	79	584	458	68.19	2.04	50.00	1035453	52540	3541	3541	402	383	292	277	5167	4712	37.8	6.15	-100.00	-1	-1	198	376	10	0	0	0
MO_140.bin.22	c__Alphaproteobacteria (UID3305)	564	349	230	86.88	13.41	56.10	1398294	31544	4605	4605	377	369	303	296	2959	2804	36.0	4.78	-100.00	-1	-1	40	270	38	1	0	0
MO_140.bin.23	k__Bacteria (UID203)	5449	104	58	100.00	246.97	49.14	5176828	157137	15718	15718	411	398	329	319	3693	3409	35.9	4.98	-100.00	-1	-1	0	2	36	25	28	13
MO_140.bin.24	k__Bacteria (UID3187)	2258	190	119	70.34	0.47	0.00	1422403	25519	4320	4320	397	389	329	323	2627	2603	37.3	5.59	-100.00	-1	-1	76	112	2	0	0	0
MO_140.bin.25	k__Bacteria (UID203)	5449	102	56	32.14	1.79	100.00	396457	11048	1362	1362	374	363	291	282	2350	2313	36.2	5.16	-100.00	-1	-1	81	19	2	0	0	0
MO_140.bin.26	c__Alphaproteobacteria (UID3305)	564	349	230	29.56	0.00	0.00	295887	7023	987	987	375	366	299	292	1456	1412	33.9	10.97	-100.00	-1	-1	224	125	0	0	0	0
MO_140.bin.27	c__Deltaproteobacteria (UID3216)	83	247	155	85.81	2.74	60.00	1375493	53709	4475	4475	388	373	307	295	4759	4502	37.4	5.24	-100.00	-1	-1	28	214	5	0	0	0
MO_140.bin.28	root (UID1)	5656	56	24	0.00	0.00	0.00	114411	5072	643	643	249	238	177	170	3003	2838	37.3	5.83	-100.00	-1	-1	56	0	0	0	0	0
MO_140.bin.29	k__Bacteria (UID1453)	901	171	117	86.32	1.57	0.00	725981	15179	2371	2371	384	374	306	299	3175	3063	34.2	6.29	-100.00	-1	-1	18	150	3	0	0	0
MO_140.bin.3	root (UID1)	5656	56	24	0.00	0.00	0.00	73327	1543	247	247	369	360	296	290	1111	1079	34.5	11.61	-100.00	-1	-1	56	0	0	0	0	0
MO_140.bin.30	s__algicola (UID2846)	47	571	303	68.97	0.48	80.00	653944	32369	2101	2101	391	373	311	295	4536	4175	38.9	5.42	-100.00	-1	-1	161	405	5	0	0	0
MO_140.bin.31	c__Deltaproteobacteria (UID3216)	83	247	155	72.52	2.15	0.00	1393927	24644	4308	4308	390	382	323	317	2745	2660	37.6	4.89	-100.00	-1	-1	58	185	4	0	0	0
MO_140.bin.32	c__Deltaproteobacteria (UID3216)	83	247	155	86.77	10.58	73.08	1256986	36496	4082	4082	395	383	307	298	3050	2920	36.3	4.96	-100.00	-1	-1	27	196	23	1	0	0
MO_140.bin.33	f__Rhodobacteraceae (UID3360)	56	582	313	29.92	0.32	50.00	416598	11331	1484	1484	347	337	280	273	2381	2307	34.9	6.42	-100.00	-1	-1	392	188	2	0	0	0
MO_140.bin.34	c__Gammaproteobacteria (UID4267)	119	544	284	79.46	0.82	0.00	822227	24505	2486	2486	411	401	330	320	2430	2330	35.7	5.97	-100.00	-1	-1	131	410	3	0	0	0
MO_140.bin.35	c__Alphaproteobacteria (UID3305)	564	349	230	84.41	17.12	75.93	1518506	33489	5109	5109	371	362	297	290	1515	1468	36.0	4.69	-100.00	-1	-1	53	244	51	1	0	0
MO_140.bin.4	k__Bacteria (UID203)	5449	104	58	7.76	0.00	0.00	264447	8369	931	931	373	360	284	275	1425	1383	34.6	5.17	-100.00	-1	-1	99	5	0	0	0	0
MO_140.bin.5	c__Gammaproteobacteria (UID4201)	1164	275	174	46.84	0.00	0.00	506978	12536	1668	1668	381	372	303	296	2117	2057	34.7	6.14	-100.00	-1	-1	160	115	0	0	0	0
MO_140.bin.6	root (UID1)	5656	56	24	0.00	0.00	0.00	96072	2607	322	322	361	353	298	290	1348	1319	36.1	6.58	-100.00	-1	-1	56	0	0	0	0	0
MO_140.bin.7	c__Gammaproteobacteria (UID4267)	119	544	284	96.93	4.48	0.00	1329256	39299	4113	4113	390	379	323	313	4100	3829	36.9	4.94	-100.00	-1	-1	15	506	21	2	0	0
MO_140.bin.8	c__Gammaproteobacteria (UID4274)	112	581	290	58.59	1.71	15.38	769645	21629	2540	2540	399	388	303	294	2450	2323	37.8	5.05	-100.00	-1	-1	254	318	7	2	0	0
MO_140.bin.9	k__Bacteria (UID203)	5449	104	58	13.10	0.00	0.00	356064	5985	1096	1096	406	400	324	319	1767	1747	36.6	4.73	-100.00	-1	-1	94	10	0	0	0	0
MO_167.bin.1	root (UID1)	5656	56	24	0.00	0.00	0.00	114773	4170	364	364	404	388	315	303	2060	1960	36.9	2.98	-100.00	-1	-1	56	0	0	0	0	0
MO_167.bin.10	root (UID1)	5656	56	24	0.00	0.00	0.00	140852	5698	443	443	413	400	317	305	3861	3673	36.0	7.72	-100.00	-1	-1	56	0	0	0	0	0
MO_167.bin.11	root (UID1)	5656	56	24	0.00	0.00	0.00	84570	1577	261	261	372	364	324	317	1968	1919	33.9	2.89	-100.00	-1	-1	56	0	0	0	0	0
MO_167.bin.12	p__Cyanobacteria (UID2189)	82	579	450	96.15	2.67	33.33	1948827	91842	6350	6350	419	400	306	292	3167	2986	37.1	5.41	-100.00	-1	-1	19	546	12	2	0	0
MO_167.bin.13	k__Bacteria (UID203)	5449	103	58	12.93	0.00	0.00	481566	24888	1481	1481	439	416	325	308	2919	2718	36.6	5.50	-100.00	-1	-1	93	10	0	0	0	0
MO_167.bin.14	k__Bacteria (UID203)	5449	104	58	18.10	0.00	0.00	278621	6134	1046	1046	333	325	266	260	1979	1921	35.1	5.36	-100.00	-1	-1	91	13	0	0	0	0
MO_167.bin.15	f__Rhodobacteraceae (UID3356)	67	617	330	45.49	4.24	70.83	709626	18309	2520	2520	349	339	281	274	1500	1425	34.8	4.89	-100.00	-1	-1	345	250	21	1	0	0
MO_167.bin.16	c__Deltaproteobacteria (UID3217)	62	280	168	43.18	2.64	71.43	612422	25537	2016	2016	390	374	303	291	2070	1964	38.9	6.66	-100.00	-1	-1	144	129	7	0	0	0
MO_167.bin.17	k__Bacteria (UID203)	5449	104	58	30.00	13.01	86.11	420914	12806	1345	1345	404	391	312	303	2504	2447	35.8	4.48	-100.00	-1	-1	51	33	12	8	0	0
MO_167.bin.18	p__Cyanobacteria (UID2189)	82	579	450	83.57	2.48	57.14	1460635	72173	4714	4714	421	402	309	294	2651	2505	37.1	5.81	-100.00	-1	-1	86	479	14	0	0	0
MO_167.bin.19	c__Deltaproteobacteria (UID3216)	83	247	155	93.87	1.83	0.00	1678548	47572	4976	4976	422	410	337	327	2844	2667	35.7	4.98	-100.00	-1	-1	11	229	7	0	0	0
MO_167.bin.2	c__Gammaproteobacteria (UID4267)	119	544	284	80.79	1.26	41.67	871239	27059	2639	2639	411	397	330	319	1954	1875	36.1	4.18	-100.00	-1	-1	128	406	9	1	0	0
MO_167.bin.20	c__Deltaproteobacteria (UID3216)	83	247	155	15.63	0.97	0.00	448534	16069	1441	1441	409	394	311	300	3756	3549	36.1	5.85	-100.00	-1	-1	189	48	8	2	0	0
MO_167.bin.21	root (UID1)	5656	56	24	0.00	0.00	0.00	224293	7008	756	756	383	372	296	287	1198	1116	35.9	4.52	-100.00	-1	-1	56	0	0	0	0	0
MO_167.bin.22	c__Deltaproteobacteria (UID3216)	83	247	155	80.46	3.23	0.00	1724241	31583	5191	5191	400	391	332	326	4335	4245	37.5	6.29	-100.00	-1	-1	37	204	6	0	0	0
MO_167.bin.23	k__Bacteria (UID203)	5449	102	56	59.82	7.14	33.33	1102517	37561	3596	3596	396	381	306	296	2802	2621	38.1	4.71	-100.00	-1	-1	61	35	6	0	0	0
MO_167.bin.24	o__Cytophagales (UID2936)	47	454	336	24.14	0.31	33.33	576168	30261	1820	1820	416	394	316	299	2735	2632	38.7	5.15	-100.00	-1	-1	325	126	3	0	0	0
MO_167.bin.25	c__Gammaproteobacteria (UID4267)	119	544	284	88.42	11.71	36.92	1389806	42753	4068	4068	417	404	341	331	2745	2681	36.1	5.22	-100.00	-1	-1	94	399	47	2	2	0
MO_167.bin.26	p__Cyanobacteria (UID2192)	79	584	458	79.94	1.75	54.55	1437051	73142	4850	4850	410	389	296	281	7216	6535	37.5	5.75	-100.00	-1	-1	108	465	11	0	0	0
MO_167.bin.27	p__Cyanobacteria (UID2192)	79	584	458	94.98	2.18	0.00	1912774	96943	6327	6327	420	399	302	286	3662	3274	37.0	6.03	-100.00	-1	-1	26	547	11	0	0	0
MO_167.bin.28	k__Bacteria (UID203)	5449	104	58	43.10	0.00	0.00	1170656	35064	3360	3360	439	424	348	337	3984	3817	38.1	4.64	-100.00	-1	-1	78	26	0	0	0	0
MO_167.bin.29	c__Gammaproteobacteria (UID4267)	119	544	284	90.11	2.46	0.00	1199011	37351	3615	3615	414	400	331	321	2964	2895	35.9	5.15	-100.00	-1	-1	43	493	6	2	0	0
MO_167.bin.3	k__Bacteria (UID203)	5449	103	58	28.62	0.00	0.00	301523	14080	1011	1011	401	380	298	284	2051	1951	36.1	6.00	-100.00	-1	-1	79	24	0	0	0	0
MO_167.bin.30	k__Bacteria (UID1452)	924	163	110	93.18	5.64	0.00	2185230	78708	5926	5926	448	432	368	355	5184	4946	35.9	5.33	-100.00	-1	-1	8	149	5	1	0	0
MO_167.bin.31	k__Bacteria (UID203)	5449	102	56	16.96	1.79	100.00	346767	11801	1140	1140	409	397	304	293	1850	1792	38.0	5.79	-100.00	-1	-1	90	11	1	0	0	0
MO_167.bin.32	root (UID1)	5656	56	24	4.17	0.00	0.00	78145	2050	271	271	358	354	288	280	1588	1518	35.5	3.92	-100.00	-1	-1	55	1	0	0	0	0
MO_167.bin.33	c__Deltaproteobacteria (UID3216)	83	247	155	23.57	1.94	0.00	299448	9811	968	968	394	382	309	299	2355	2298	37.1	4.92	-100.00	-1	-1	173	65	9	0	0	0
MO_167.bin.34	k__Bacteria (UID1453)	901	171	117	92.74	2.53	66.67	1546912	30045	4723	4723	396	388	327	321	5145	5015	34.6	6.18	-100.00	-1	-1	10	152	9	0	0	0
MO_167.bin.35	k__Bacteria (UID203)	5449	103	57	29.98	3.51	0.00	637007	11897	2086	2086	380	371	305	299	1681	1644	36.4	4.05	-100.00	-1	-1	84	17	2	0	0	0
MO_167.bin.36	root (UID1)	5656	56	24	0.00	0.00	0.00	165118	5198	454	454	489	472	363	352	1539	1440	34.0	4.60	-100.00	-1	-1	56	0	0	0	0	0
MO_167.bin.37	c__Deltaproteobacteria (UID3216)	83	247	155	96.97	7.74	5.56	2125737	69169	5946	5946	456	441	357	345	3828	3618	37.4	8.49	-100.00	-1	-1	7	222	18	0	0	0
MO_167.bin.38	root (UID1)	5656	56	24	0.00	0.00	0.00	77988	4027	228	228	565	531	342	324	1925	1804	36.8	6.80	-100.00	-1	-1	56	0	0	0	0	0
MO_167.bin.39	c__Gammaproteobacteria (UID4274)	112	577	287	93.18	1.54	6.25	1151947	28716	3700	3700	395	386	311	303	3651	3472	35.0	4.94	-100.00	-1	-1	32	529	16	0	0	0
MO_167.bin.4	c__Deltaproteobacteria (UID3216)	83	247	155	78.17	0.65	0.00	1108628	31620	3624	3624	390	379	305	297	2361	2320	36.1	5.19	-100.00	-1	-1	45	201	1	0	0	0
MO_167.bin.40	c__Gammaproteobacteria (UID4267)	119	544	284	60.60	3.81	5.88	1140651	28800	3380	3380	426	415	337	328	3420	3211	34.9	4.63	-100.00	-1	-1	209	318	17	0	0	0
MO_167.bin.41	p__Cyanobacteria (UID2192)	79	584	458	93.12	2.85	14.29	1509902	75243	5059	5059	403	383	298	283	3124	2947	35.8	6.22	-100.00	-1	-1	39	531	14	0	0	0
MO_167.bin.42	p__Cyanobacteria (UID2189)	82	579	450	77.98	2.33	15.38	1447495	68372	4725	4725	419	398	306	291	3777	3625	37.1	5.15	-100.00	-1	-1	128	438	13	0	0	0
MO_167.bin.43	root (UID1)	5656	56	24	0.00	0.00	0.00	180863	10147	572	572	483	453	316	298	2045	1920	38.0	7.90	-100.00	-1	-1	56	0	0	0	0	0
MO_167.bin.44	c__Deltaproteobacteria (UID3216)	83	247	155	93.43	17.90	21.74	1616975	51975	5070	5070	409	396	318	308	3786	3494	36.8	4.27	-100.00	-1	-1	21	190	31	5	0	0
MO_167.bin.45	c__Alphaproteobacteria (UID3305)	564	349	230	23.42	0.00	0.00	345566	9769	1192	1192	354	343	289	281	1171	1154	36.0	5.79	-100.00	-1	-1	249	100	0	0	0	0
MO_167.bin.46	k__Bacteria (UID2495)	2993	147	91	39.53	1.65	0.00	813422	15256	2578	2578	389	379	315	309	3428	3321	36.8	6.13	-100.00	-1	-1	92	53	2	0	0	0
MO_167.bin.47	p__Cyanobacteria (UID2189)	82	579	450	94.00	1.11	0.00	1878626	89526	6043	6043	424	405	310	296	3801	3624	37.4	6.68	-100.00	-1	-1	31	542	6	0	0	0
MO_167.bin.48	k__Bacteria (UID203)	5449	104	58	8.62	0.00	0.00	100690	1963	321	321	385	374	313	307	1199	1177	35.7	4.70	-100.00	-1	-1	98	6	0	0	0	0
MO_167.bin.49	k__Bacteria (UID203)	5449	103	57	10.53	0.00	0.00	130932	5129	412	412	398	380	317	305	1377	1318	39.1	2.46	-100.00	-1	-1	97	6	0	0	0	0
MO_167.bin.5	k__Bacteria (UID203)	5449	104	58	15.52	1.72	100.00	95867	4928	333	333	379	354	287	273	1237	1167	38.4	0.00	-100.00	-1	-1	93	10	1	0	0	0
MO_167.bin.50	c__Gammaproteobacteria (UID4267)	119	544	284	87.61	7.64	28.57	1286686	40647	3889	3889	409	398	330	320	1953	1877	36.0	4.83	-100.00	-1	-1	70	441	30	2	1	0
MO_167.bin.51	p__Cyanobacteria (UID2192)	79	584	458	96.07	2.52	11.76	2326669	112407	7534	7534	427	407	308	293	3570	3399	36.8	6.62	-100.00	-1	-1	19	552	11	2	0	0
MO_167.bin.52	p__Cyanobacteria (UID2192)	79	584	458	80.92	0.99	50.00	1465979	73006	5003	5003	410	389	293	278	2101	1969	36.7	6.31	-100.00	-1	-1	103	475	6	0	0	0
MO_167.bin.53	k__Bacteria (UID203)	5449	104	58	20.69	0.00	0.00	235458	12840	775	775	381	361	303	287	2200	1990	39.1	4.96	-100.00	-1	-1	86	18	0	0	0	0
MO_167.bin.54	k__Bacteria (UID203)	5449	102	56	37.50	0.00	0.00	625719	22366	1978	1978	411	397	316	305	1782	1698	38.1	5.50	-100.00	-1	-1	79	23	0	0	0	0
MO_167.bin.55	c__Alphaproteobacteria (UID3305)	564	349	230	99.13	0.22	0.00	1256860	31073	3852	3852	387	378	326	318	2247	2142	34.3	7.07	-100.00	-1	-1	2	346	1	0	0	0
MO_167.bin.56	f__Flavobacteriaceae (UID2845)	53	548	298	38.43	0.00	0.00	347429	19708	1147	1147	387	365	302	285	1594	1490	36.9	5.01	-100.00	-1	-1	326	222	0	0	0	0
MO_167.bin.57	p__Cyanobacteria (UID2192)	79	584	458	1.88	0.00	0.00	288166	15706	1047	1047	386	366	275	260	5145	4721	37.2	6.95	-100.00	-1	-1	554	30	0	0	0	0
MO_167.bin.58	k__Bacteria (UID203)	5449	103	57	3.51	0.00	0.00	102929	2910	358	358	368	357	287	279	2246	2202	36.3	3.19	-100.00	-1	-1	100	3	0	0	0	0
MO_167.bin.59	f__Rhodobacteraceae (UID3356)	67	617	330	40.87	1.11	0.00	603052	14793	2149	2149	347	337	280	273	1915	1866	34.5	4.34	-100.00	-1	-1	373	239	5	0	0	0
MO_167.bin.6	p__Cyanobacteria (UID2192)	79	584	458	77.04	2.20	17.65	1292026	65380	4282	4282	420	398	301	286	5040	4796	37.6	5.61	-100.00	-1	-1	140	427	17	0	0	0
MO_167.bin.7	k__Bacteria (UID203)	5449	103	57	16.14	0.00	0.00	219135	8764	701	701	393	378	312	300	1603	1542	39.2	6.48	-100.00	-1	-1	92	11	0	0	0	0
MO_167.bin.8	k__Bacteria (UID203)	5449	102	56	80.03	28.65	60.47	2318738	89298	7487	7487	393	379	309	297	2576	2427	39.0	5.34	-100.00	-1	-1	14	57	25	6	0	0
MO_167.bin.9	k__Bacteria (UID203)	5449	102	56	34.82	0.00	0.00	316391	12347	1067	1067	374	359	296	284	1468	1411	38.6	5.31	-100.00	-1	-1	78	24	0	0	0	0
MO_170.bin.1	k__Bacteria (UID203)	5449	104	58	87.93	127.65	43.81	2744614	82528	8626	8626	404	391	318	308	2188	2040	36.1	5.28	-100.00	-1	-1	7	22	13	34	20	8
MO_170.bin.2	c__Deltaproteobacteria (UID3216)	83	247	155	27.02	0.67	0.00	568168	10647	1761	1761	403	396	322	316	1699	1649	37.7	5.79	-100.00	-1	-1	157	88	2	0	0	0
MO_170.bin.3	root (UID1)	5656	56	24	0.00	0.00	0.00	84804	3552	435	435	255	241	194	186	3692	3511	39.0	5.89	-100.00	-1	-1	56	0	0	0	0	0
MO_170.bin.4	c__Alphaproteobacteria (UID3305)	564	349	230	52.09	1.52	60.00	719415	16136	2479	2479	358	351	290	283	1780	1658	35.8	6.09	-100.00	-1	-1	174	170	5	0	0	0
MO_170.bin.5	k__Bacteria (UID203)	5449	104	58	96.08	39.00	47.17	1817453	58674	5838	5838	384	372	311	301	4448	4013	37.5	5.29	-100.00	-1	-1	5	52	44	3	0	0
MO_180.bin.1	k__Bacteria (UID203)	5449	104	58	75.86	22.63	42.37	803420	24639	2603	2603	393	379	308	299	2120	1993	36.4	6.53	-100.00	-1	-1	19	46	29	10	0	0
MO_180.bin.10	c__Gammaproteobacteria (UID4267)	119	544	284	36.46	2.00	0.00	578707	19443	2009	2009	359	347	288	278	2225	2131	37.2	5.71	-100.00	-1	-1	361	176	7	0	0	0
MO_180.bin.11	root (UID1)	5656	56	24	2.31	1.85	0.00	78280	4031	371	371	282	272	210	200	3074	2865	42.1	3.76	-100.00	-1	-1	51	1	4	0	0	0
MO_180.bin.2	k__Bacteria (UID203)	5449	103	58	4.66	0.00	0.00	125728	6549	428	428	435	412	293	278	2047	1920	37.7	3.62	-100.00	-1	-1	94	9	0	0	0	0
MO_180.bin.3	c__Deltaproteobacteria (UID3216)	83	247	155	69.24	1.29	0.00	1407465	52429	4661	4661	388	375	301	290	2143	2068	39.3	5.48	-100.00	-1	-1	69	176	2	0	0	0
MO_180.bin.4	c__Gammaproteobacteria (UID4267)	119	544	284	10.00	0.00	0.00	85276	2721	314	314	354	339	271	262	1366	1324	37.0	7.02	-100.00	-1	-1	470	74	0	0	0	0
MO_180.bin.5	k__Bacteria (UID203)	5449	104	58	16.38	0.00	0.00	228824	6314	755	755	395	387	303	294	1317	1298	37.8	6.89	-100.00	-1	-1	94	10	0	0	0	0
MO_180.bin.6	c__Deltaproteobacteria (UID3216)	83	247	155	11.41	0.00	0.00	106571	3856	360	360	378	363	296	285	1003	949	39.1	0.00	-100.00	-1	-1	209	38	0	0	0	0
MO_180.bin.7	root (UID1)	5656	56	24	0.00	0.00	0.00	56864	3356	159	159	504	479	357	336	2395	2100	36.7	4.69	-100.00	-1	-1	56	0	0	0	0	0
MO_180.bin.8	c__Gammaproteobacteria (UID4274)	112	581	290	13.70	0.00	0.00	188850	5334	663	663	371	362	284	276	1567	1524	36.2	5.66	-100.00	-1	-1	492	89	0	0	0	0
MO_180.bin.9	root (UID1)	5656	56	24	0.00	0.00	0.00	88445	3294	297	297	383	366	297	286	1037	994	39.1	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.1	root (UID1)	5656	56	24	0.00	0.00	0.00	34844	1326	209	209	213	204	166	160	527	507	42.2	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.10	root (UID1)	5656	56	24	0.00	0.00	0.00	256068	6116	1485	1485	217	211	172	168	1026	998	38.9	2.01	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.11	root (UID1)	5656	56	24	0.00	0.00	0.00	262503	6825	1915	1916	166	162	137	133	1164	1118	38.4	0.89	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.12	k__Bacteria (UID203)	5449	102	56	14.29	0.00	0.00	74290	2200	220	220	424	408	337	327	3581	3456	36.6	6.37	-100.00	-1	-1	91	11	0	0	0	0
MO_184.bin.13	root (UID1)	5656	56	24	0.00	0.00	0.00	36523	1080	339	339	128	124	107	104	522	499	41.2	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.14	k__Archaea (UID2)	207	149	107	19.52	4.35	11.11	19164023	800126	168963	169113	147	141	113	108	4928	4732	42.3	8.21	-100.00	-1	-1	116	24	9	0	0	0
MO_184.bin.15	root (UID1)	5656	56	24	0.00	0.00	0.00	61945	1478	449	449	172	169	137	134	666	647	38.6	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.2	root (UID1)	5656	56	24	0.00	0.00	0.00	43263	1316	277	277	193	188	156	151	803	771	37.1	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.3	root (UID1)	5656	56	24	0.00	0.00	0.00	39450	998	245	245	205	203	161	156	788	766	37.5	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.4	root (UID1)	5656	56	24	0.00	0.00	0.00	51344	1165	272	272	258	250	188	184	854	835	34.9	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.5	root (UID1)	5656	56	24	0.00	0.00	0.00	156120	6066	1011	1013	205	200	154	148	1873	1796	40.9	6.47	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.6	root (UID1)	5656	56	24	0.00	0.00	0.00	108125	2692	629	629	225	220	171	167	1276	1246	35.7	2.49	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.7	root (UID1)	5656	56	24	0.00	0.00	0.00	37593	1079	261	261	191	187	144	139	739	714	35.8	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.8	root (UID1)	5656	56	24	0.00	0.00	0.00	64382	2050	195	195	452	431	330	319	1049	1019	36.8	5.72	-100.00	-1	-1	56	0	0	0	0	0
MO_184.bin.9	k__Archaea (UID2)	207	149	107	0.14	0.00	0.00	1807590	73014	10409	10410	208	200	173	166	3110	3039	43.1	11.98	-100.00	-1	-1	147	2	0	0	0	0
MO_188.bin.1	p__Cyanobacteria (UID2192)	79	584	458	74.99	0.98	50.00	1084637	53795	3559	3559	409	390	304	289	2409	2194	35.8	5.34	-100.00	-1	-1	142	436	6	0	0	0
MO_188.bin.10	root (UID1)	5656	56	24	8.33	0.00	0.00	233492	10694	814	814	436	411	286	273	2594	2487	36.0	4.86	-100.00	-1	-1	54	2	0	0	0	0
MO_188.bin.11	k__Bacteria (UID203)	5449	104	58	13.95	0.00	0.00	243915	5679	809	809	381	373	301	294	1802	1717	35.8	11.19	-100.00	-1	-1	90	14	0	0	0	0
MO_188.bin.12	c__Gammaproteobacteria (UID4267)	119	544	284	70.90	2.55	0.00	915807	28357	2921	2921	394	379	313	303	2064	1970	35.8	4.76	-100.00	-1	-1	137	397	9	1	0	0
MO_188.bin.13	root (UID1)	5656	56	24	0.00	0.00	0.00	188363	10021	689	689	410	391	273	258	1366	1279	36.8	6.21	-100.00	-1	-1	56	0	0	0	0	0
MO_188.bin.14	k__Bacteria (UID203)	5449	103	58	1.88	0.00	0.00	158332	7799	595	595	391	370	266	252	1992	1911	37.1	5.24	-100.00	-1	-1	101	2	0	0	0	0
MO_188.bin.15	f__Rhodobacteraceae (UID3356)	67	617	330	60.17	4.15	77.78	760539	19212	2700	2700	346	337	281	274	1739	1659	35.0	5.34	-100.00	-1	-1	260	330	27	0	0	0
MO_188.bin.16	c__Gammaproteobacteria (UID4267)	119	544	284	44.22	1.31	37.50	754804	20428	2207	2207	431	421	342	332	2189	2111	35.4	5.45	-100.00	-1	-1	315	221	8	0	0	0
MO_188.bin.17	k__Bacteria (UID203)	5449	103	58	10.34	0.00	0.00	111174	5259	412	412	369	349	269	257	1336	1293	36.1	3.68	-100.00	-1	-1	93	10	0	0	0	0
MO_188.bin.18	o__Sphingomonadales (UID3310)	26	569	293	88.36	2.51	38.10	987419	28323	3197	3197	385	373	308	299	5410	5157	35.7	5.40	-100.00	-1	-1	68	480	21	0	0	0
MO_188.bin.19	p__Cyanobacteria (UID2192)	79	584	458	75.42	4.04	69.23	1324037	67840	4512	4512	406	386	293	278	3234	2946	36.9	6.07	-100.00	-1	-1	147	415	20	2	0	0
